| Arr 6 S / S1 | 2            | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | P   | P   | P   | P   | P   | P   | P   | P   |
| Arr 6 S2     | 2            | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | Px  | 2   | Px  | P   | P   | P   | P   | P   | P   | P   | P   | P   |
| Arr 6 ML     | P            | P   | P   | P   | 2   | Px  | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | 2   | P   | P   | P   | P   |
| Arr 7 S / S1 | 2            | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | P   | P   | P   | P   | P   | P   | P   | P   |
| Arr 7 S2     | 2            | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | Px  | 2   | 2   | Px  | 2   | Px  | P   | P   | P   | P   | P   | P   | P   | P   | P   |
| Arr 7 ML     | P            | P   | P   | P   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | 2   | P   | P   | P   | P   |
| Arr 8 S / S1 | 2            | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | P   | P   | P   | P   | P   | P   | P   | P   |
| Arr 8 S2     | 2            | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | Px  | P   | P   | P   | P   | P   | P   | P   | P   | P   |
| Arr 8 ML     | P            | P   | P   | P   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | 2   | P   | P   | P   | P   |
| Arr 9 S / S1 | 2            | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | P   | P   | P   | P   | P   | P   | P   | P   |
| Arr 9 S2     | 2            | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | Px  | P   | P   | P   | P   | P   | P   | P   | P   | P   |
| Arr 9 ML     | P            | P   | P   | P   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | 2   | P   | P   | P   | P   |
| Arr 10 S     | 2            | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | P   | P   | P   | P   | P   | P   | P   | P   |
| Arr 10 ML    | P            | P   | P   | P   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | Px  | 2   | 2   | 2   | 2   | 2   | 2   | P   | 2   | P   | P   | P   | P   |
| Arr 11 ML    | P            | P   | P   | P   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | 2   | 2   | 2   | 2   | P   | 2   | P   | P   | P   | P   |
| Arr 12 ML    | P            | P   | P   | P   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | 2   | 2   | 2   | 2   | P   | 2   | P   | P   | P   | P   |
| Arr 13 ML    | P            | P   | P   | P   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | P   | P   |
| Arr 13 EL    | P            | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | 2   | 2   | 2   | 2   | 2   | 2   | 2   |
| Arr 14 ML    | P            | P   | P   | P   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | P   | 2   | P   | 2   | 2   | 2   | 2   | 2   | 2   | 2   | P   | P   | P   |
| Arr 14 EL    | P            | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | 2   | 2   | 2   | 2   | 2   | 2   | 2   |
| Arr 15 EL    | P            | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | 2   | P   | 2   | 2   | 2   | 2   |
| Arr 16 EL    | P            | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | 2   | P   | 2   | 2   | 2   | 2   |
| Arr 17 EL    | P            | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | P   | 2   | P   | 2   | 2   | 2   | 2   |
